,Fecha,Ubicacion,Operador,Ruta,Tipo Avion,Num Registro,cn / ln,Total Muertes en Suelo,Año,Total Abordo,Pasajeros abordo,Tripulación Abordo,Total Muertes,Muertes Pasajeros,Muertes Tripulacion,Tasa Mortalidad,Ciudad
330,1933-12-30,"Near Ruysselede, Belgium",Imperial Airways,"Brussels, Belgium - Croydon, England",Avro 10,G-ABLU,528,0,1933,10,8,2,10,8,2,1.0,"Brussels, Belgium "
331,1934-01-15,"Corbigny, France",Air France,Saigon - Paris,Dewoitine D-332,F-AMMY,01,0,1934,14,10,4,14,10,4,1.0,Saigon 
333,1934-02-23,"Near Salt Lake City, Utah",Boeing Aircraft Company,Salt Lake City - Cheyenne,Boeing 247,NC13357,1739,0,1934,8,5,3,8,5,3,1.0,Salt Lake City 
339,1934-05-09,English Channel,Air France,"Dieppe, France - New Haven, England",Wibault 282T,F-AMHP,8,0,1934,6,3,3,6,3,3,1.0,"Dieppe, France "
341,1934-06-09,"Mongaup Mountain, New York",American Airways,New York - Chicago,Curtiss Condor T-32,NC12354,22,0,1934,7,4,3,7,4,3,1.0,New York 
342,1934-06-11,"Junin, Argentina",Panagra,Buenos Aires - Santiago,Ford 5-AT-C Tri-Motor,NC8417,5-AT-055,0,1934,10,7,3,6,3,3,0.6,Buenos Aires 
345,1934-07-09,"San Bernardino, California",United Air Services,San Bernardion - Los Angeles,Lockheed Vega,NC32E,033,0,1934,4,3,1,3,2,1,0.75,San Bernardion 
346,1934-07-27,"Near Tuttlingen, Germany",Swissair,Zurich - Stuttgart - Leipzig - Berlin,Curtiss AT-32C Condor,CH-170,53,0,1934,12,9,3,12,9,3,1.0,Zurich 
349,1934-08-31,"Amazonia, Missouri",Rapid Air Transport,Kansas City - Saint Joseph - Omaha,Stinson  SM-6000B,NC11118,5004,0,1934,5,4,1,5,4,1,1.0,Kansas City 
352,1934-10-19,"Bass Strait, Australia",Holymans Airways,"Launceston, Tasmania - Melbourne, Australia",de Havilland DH-86,VH-URN,2301,0,1934,11,9,2,11,9,2,1.0,"Launceston, Tasmania "
353,1934-11-02,"Kiapit, Australia",Holdens Air Transport Service,Rabaul - Kaiapit,De Havilland DH-61,VH-UHW,330,0,1934,4,2,2,2,2,0,0.5,Rabaul 
354,1934-11-15,"Amazonia, Montana",Rapid Air Transport,Omaha - Kansas City,Stinson SM-6000-B,NC10809,5031,0,1934,2,0,2,2,0,2,1.0,Omaha 
355,1934-11-15,"Near Longreach, Australia",Qantas,London - Sydney,de Havilland DH-86,VH-USG,2311,0,1934,4,3,1,4,3,1,1.0,London 
356,1934-12-07,"Salchau, Germany",Deutsche Lufthansa,Berlin - Hanover,Junkers F-13,D-OMAS,2008,0,1934,3,0,3,3,0,3,1.0,Berlin 
357,1934-12-08,"Columbia, Missouri",Braniff Airlines,"Kansas City, MO - Chicago, IL",Lockheed Vega 5C,NC106W,123,0,1934,1,0,1,1,0,1,1.0,"Kansas City, MO "
358,1934-12-10,"Palma Soriano, Cuba",Cubana de Aviacion,Havana - Santiago de Cuba,Ford 4-AT-E Tri-motor,NM-7,4-AT-63,0,1934,8,5,3,4,2,2,0.5,Havana 
359,1934-12-20,"Rutbah Wells, Syria",KLM Royal Dutch Airlines,"Amsterdam - Batavia, Java",Douglas DC-2-115A,PH-AJU,1317,0,1934,7,3,4,7,3,4,1.0,Amsterdam 
360,1934-12-22,"Sunbright, Tennessee",American Airlines,"Louisville, KY - Nashville, TN",Lockheed Orion 9D,NC12286,198,0,1934,1,0,1,1,0,1,1.0,"Louisville, KY "
364,1935-01-31,"Stettin, Germany",Deruluft,Koenigberg - Berlin,Junkers JU-52/3m,D-AREN,4051,0,1935,11,8,3,11,8,3,1.0,Koenigberg 
367,1935-03-15,"El Arish, Egypt",Misrair,Jerusalem - Cairo,de Havilland Dragon 1,SU-ABI,6031,0,1935,6,5,1,3,2,1,0.5,Jerusalem 
370,1935-04-06,"Brilon, Germany",KLM Royal Dutch Airlines,Prague Leipzig Essen Amsterdam Rotterdam,Fokker F-12,PH-AFL,5242,0,1935,7,2,5,7,2,5,1.0,Prague Leipzig Essen Amsterdam Rotterdam
371,1935-05-01,"Near Walsenberg, Colorado",Varney Air Lines,Pueblo - El Paso,Lockheed Vega,NC891E,73,0,1935,1,0,1,1,0,1,1.0,Pueblo 
372,1935-05-06,"Atlanta, Missouri",Trans Continental and Western Air,Los Angeles - Albuquerque - Kanasas City -  Washington,Douglas DC-2-112,NC13785,1295,0,1935,14,12,2,5,3,2,0.35714285714285715,Los Angeles 
374,1935-05-18,"Flint, Michigan",Knowles Flying Service of Detroit,Sightseeing,Ford model 4-AT-E,WC-7864,4-AT-49,0,1935,12,11,1,3,2,1,0.25,Sightseeing
375,1935-05-27,"Glendo, Wyoming",Wyoming Air Service,Billings - Sheridan - Casper - Cheyenne,Boeing 221,NC725W,1153,0,1935,1,0,1,1,0,1,1.0,Billings 
376,1935-05-28,"Maywood, Illinois",Chicago and Southern Airlines,Chicago - St. Louis,Stinson SM6000B Tri-motor,NC10894,5050,0,1935,2,1,1,2,1,1,1.0,Chicago 
378,1935-06-24,"Medellin, Colombia",Servicio Aereo Columbiano / SCADTA,Medellin - Bogotá,Ford Tri-Motor / Ford Tri-Motor,C-31 / F-31,5-AT-112/5-AT-006,0,1935,20,18,2,17,15,2,0.85,Medellin 
379,1935-07-14,"Amsterdam, Netherlands",KLM Royal Dutch Airlines,Amsterdam - Sweden,Fokker F-XXII,PH-AJQ,5358,0,1935,20,15,5,6,2,4,0.3,Amsterdam 
381,1935-07-20,"Pian Giacomo, Switzerland",KLM Royal Dutch Airlines,Milan - Frankfort - Amsterdam,Douglas DC-2,PH-AKG,1335,0,1935,13,9,4,13,9,4,1.0,Milan 
382,1935-07-23,"Cardiff, United Kingdom",Jersey Airways,Cardiff - Saint-Helier,de Havilland DH-84 Dragon,G-ACMP,6063,0,1935,8,7,1,1,3,0,0.125,Cardiff 
383,1935-07-28,"El Retiro, Colombia",Fuerza Aerea Colombiana,Palanquero - Tres Esquinas,Junkers W-34,406,2779,0,1935,5,3,2,5,3,2,1.0,Palanquero 
384,1935-08-07,"Cairo, Egypt",Ala Littoria,Guidonia - Cairo - Massawa - Asmara,Savoia-Marchetti S-66,I-REDI,15004,0,1935,7,3,4,7,3,4,1.0,Guidonia 
386,1935-08-14,"Near Gilmer, Texas",Delta Air Lines,Dallas -  Atlanta,Stinson Model A,NC14599,9103,0,1935,4,3,1,4,3,1,1.0,Dallas 
388,1935-08-15,"Near Glendo, Wyoming",Aero Mayflower Transit Co,Helena - Denver,"Waco, model YLC",NC14140,4202,0,1935,3,2,1,3,2,1,1.0,Helena 
389,1935-09-01,"Burbank, California",Western Air Express,"Burbank, CA - Salt Lake City, UT",Boeing 247,NC13314,1695,0,1935,3,0,3,3,0,3,1.0,"Burbank, CA "
391,1935-10-02,"Off Finders Island, Victoria, Australia",Holyman Airways,Melbourne - Sydney,de Havilland DH-86,VH-URT,2312,0,1935,5,3,2,5,3,2,1.0,Melbourne 
392,1935-10-07,"Near Cheyenne, Wyoming",United Air Lines,Salt Lake City - Cheyenne,Boeing 247D,NC13317,1698,0,1935,12,9,3,12,9,3,1.0,Salt Lake City 
393,1935-10-09,Gulf of Finland,Aero O-Y,Tallinn - Helsinki,Junkers F-13,OH-ALI,2033,0,1935,6,4,2,6,4,2,1.0,Tallinn 
394,1935-10-21,"Troy, New York",Chamberlin Flying Service,Troy - Teterboro,Curtiss AT-32C Condor,NC725K,G-2,0,1935,6,4,2,1,0,1,0.16666666666666666,Troy 
395,1935-10-30,"Cheyenne, Wyoming",United Air Lines,Test flight,Boeing B-247-D,NC13323,1704,0,1935,4,0,4,4,0,4,1.0,Test flight
396,1935-11-02,"Off Nhambupe, Brazil",Air France,Bahia - Aracaju,Latécoère 28-1,F-AJIQ,906,0,1935,4,0,4,4,0,4,1.0,Bahia 
397,1935-11-09,"Near Fort Worth, Texas",Braniff Airlines,Dallas - Waco,Lockheed Vega,NC980Y,191,0,1935,1,0,1,1,0,1,1.0,Dallas 
398,1935-11-09,"Brindisi, Italy",Imperial Airways,London - Brindisi - Alexandria,Short S-17 Kent,G-ABFB,S-759,0,1935,13,10,3,12,9,3,0.9230769230769231,London 
400,1935-12-04,"Tours, France",Air Bleu,Le Havre - Paris - Tours - Bordeaux,Caudron C-630 Simoun,F-ANRK,7013,0,1935,2,0,2,1,0,1,0.5,Le Havre 
401,1935-12-10,"Croydon, England",Sabena,"Brussels, Belgium - Croydon, England",Savoia-Marchetti SM73,OO-AGN,30002,0,1935,11,7,4,11,7,4,1.0,"Brussels, Belgium "
403,1935-12-31,"Off Alexandria, Egypt",Imperial Airways,London - Brindisi - Mirabella - Alexandria,Short S-8 Calcutta flying boat,G-AASJ,S-752,0,1935,13,9,4,12,9,1,0.9230769230769231,London 
405,1936-01-14,"Goodwin, Arkansas",American Airlines,Newark - Memphis - Little Rock - Dallas - Los Angeles,Douglas DC-2-120,NC14274,1307,0,1936,17,14,3,17,14,3,1.0,Newark 
407,1936-01-21,"Off Ajaccio, Corsica, France",Air France,Marseille - Ajaccio - Tunis,CAMS 53,F-AJIR,19,0,1936,6,3,3,6,3,3,1.0,Marseille 
408,1936-01-29,"Denton, Texas",American Airlines,Chicago - Oklahoma City,Vultee V-1,NC13767,05,0,1936,6,5,1,1,0,1,0.16666666666666666,Chicago 
409,1936-02-10,Atlantic Ocean,Air France,"Natal, Brazil - Dakar, Senegal",Latecoere 301 (flying boat),F-ANLE,1016,0,1936,6,1,5,6,1,5,1.0,"Natal, Brazil "
410,1936-02-15,South Atlantic Ocean,Deutsche Lufthansa,Rio de Janerio - Berlin,Dormier Do-J-Iif Bos Wal flying boat,D-ADYS,229,0,1936,4,0,4,4,0,4,1.0,Rio de Janerio 
413,1936-03-26,"Amemeca, Mexico",Mexicana,Mexico - Guatemala,Ford 5-AT-B Tri Motor,XA-BCB,5-AT-012,0,1936,14,10,4,14,10,4,1.0,Mexico 
414,1936-04-01,"Pavillon, New York",American Airlines,Newwark - Buffalo,Stinson Model A,NC15152,9112,0,1936,2,0,2,2,0,2,1.0,Newwark 
415,1936-04-07,"Uniontown, Pennsylvania",Trans Continental and Western Air,Newark - Los Angeles,Douglas DC-2-112,NC13721,1247,0,1936,14,11,3,12,10,2,0.8571428571428571,Newark 
416,1936-04-11,"Port of Spain, Trinidad",Pan American Airways,Miami - Rio de Janeiro,Sikorsky S-42A  Flying Boat,NC1537,4204,0,1936,25,18,7,3,2,1,0.12,Miami 
417,1936-04-15,"Near Turin, Italy",Avio Linee Italiane,Turin - Milan,OFM F-VIIb/3m,I-AAXZ,359,0,1936,7,5,2,7,5,2,1.0,Turin 
418,1936-04-17,"Orvin, Switzerland",Deutsche Lufthansa,Test flight,Junkers JU-52,D-ASOR,5044,0,1936,5,0,5,3,0,3,0.6,Test flight
421,1936-05-16,"Mount Waverley, Australia",Holymans Airways,Training,De Havilland DH-60 Moth,VH-UII,895,0,1936,2,0,2,2,0,2,1.0,Training
422,1936-06-09,"Malmo, Sweden",A B Aerotransport,Malmo - Amsterdam,Fokker F-XXII,SE-ABA,5359,0,1936,15,11,4,1,1,0,0.06666666666666667,Malmo 
424,1936-06-16,"Mt. Lihesten, Norway",Den Norske Luftfartskole,Bergen - Trondheim,Junkers JU-52/3m,LN-DAE,4077,0,1936,7,3,4,7,3,4,1.0,Bergen 
425,1936-07-15,"Zagreb, Croatia",Aeroput,Belgrade - Zagreb - Ljubljana,Spartan Cruiser,YU-SAP,1,0,1936,7,5,2,7,5,2,1.0,Belgrade 
427,1936-07-31,"Off Channel Islands, Jersey",Guernsey Airways,Saint Pierre - Saint-Hélier,Saro A-19 Cloud,G-ABXW,A-19/4,0,1936,10,8,2,10,8,2,1.0,Saint Pierre 
428,1936-08-02,"Mazamet, France",Air France,Paris - Toulouse - Dakar - Natal - Rio de Janeiro,Wibault 280,"F-ANBL
F-ANBL",15,0,1936,3,0,3,3,0,3,1.0,Paris 
430,1936-08-05,"St. Louis, Missouri",Chicago Southern Airlines,New Orleans - Chicago,Lockheed 10B Electra,NC16022,1057,0,1936,8,6,2,8,6,2,1.0,New Orleans 
432,1936-08-12,"Altenkirchen, Germany",British Airways,Hanover - Cologne - London-Gatwick,De Havilland DH-86,G-ADEB,2324,0,1936,2,0,2,2,0,2,1.0,Hanover 
433,1936-08-22,"Mirabella, Greece",Imperial Airways,Alexandria - Mirabella - Brindisi - Southampton,Short S-17 Kent,G-ABFA,S-758,0,1936,11,8,3,2,2,0,0.18181818181818182,Alexandria 
434,1936-09-05,"Near Pittsburgh, Pennsylvania",Pittsburgh Skyways Inc.,Sightseeing,Stinson SM 6000B,NC117S,5025,0,1936,11,10,1,10,9,1,0.9090909090909091,Sightseeing
435,1936-09-24,"Benghazi, Libya",Ala Littoria SA,"Addis Ababa, Ethiopia - Rome, Italy",CRDA CANT Z-506,I-RODI,301,0,1936,10,7,3,9,7,2,0.9,"Addis Ababa, Ethiopia "
436,1936-09-25,English Channel,Imperial Airways,Croydon - Paris,Boulton and Paul P-71,G-ACOX,P-71-1,0,1936,2,0,2,2,0,2,1.0,Croydon 
437,1936-09-28,"Walsenberg, Colorado",Varney Air Lines,"El Paso, TX - Pueblo, CO",Lockheed  5 Vega,NC176W,129,0,1936,3,1,2,3,1,2,1.0,"El Paso, TX "
441,1936-11-01,"Near Tabarz, Germany",Deutsche Lufthansa,Frankfurt - Erfurt,Junkers JU-52,D-APOO,5506,0,1936,15,12,3,11,8,3,0.7333333333333333,Frankfurt 
442,1936-11-17,"Nurnberg, Germany",Deutsche Lufthansa,Leipzig - Nuremberg,Junkers JU-52/3m,D-ASUI,5498,0,1936,16,13,3,4,3,1,0.25,Leipzig 
443,1936-11-19,"London, England",British Airways,Hanover - London,Fokker F-XII,G-AEOT,5300,0,1936,4,0,4,2,0,2,0.5,Hanover 
444,1936-12-04,"Near Grenoble, France",Deutsche Lufthansa,Lisbon - Burgos - Geneva - Munich,Junkers JU-52/3m,D-ASIH,5078,0,1936,6,3,3,6,3,3,1.0,Lisbon 
445,1936-12-06,"Near Moscow, Russia",Deruluft,Berlin - Moscow,Antonov AN-9,CCCP-D311,160,0,1936,14,11,3,9,7,2,0.6428571428571429,Berlin 
446,1936-12-07,"Off Dakar, French West Africa",Air France,Marseille - Dakar - Natal - Rio de Janeiro,Latécoère 300 (float plane.,F-AKGF,01,0,1936,5,1,4,5,1,4,1.0,Marseille 
447,1936-12-09,"Croydon, England",KLM Royal Dutch Airlines,Croydon - Amsterdam,Douglas DC-2-115E,PH-AKL,1358,0,1936,17,13,4,15,12,3,0.8823529411764706,Croydon 
448,1936-12-15,"Near Salt Lake City, Utah",Western Air Express,Burbank - Las Vegas - Salt Lake City,Boeing 247D,NC13370,1957,0,1936,7,4,3,7,4,3,1.0,Burbank 
449,1936-12-18,"Kellogg, Idaho",Northwest Orient Airlines,Chicago - Minneapolis - Missoula - Seattle,Lockheed 10 Electra,NC14935,1024,0,1936,2,0,2,2,0,2,1.0,Chicago 
450,1936-12-19,"Near Milford, Pennsylvania",Eastern Air Lines,Miami - Charleston - Newark,Douglas DC-2-112,NC13732,1258,0,1936,11,8,3,0,0,0,0.0,Miami 
451,1936-12-23,"Near Dallas, Texas",Braniff Airways,Test flight,Lockheed 10 Electra,NC14905,1018,0,1936,6,4,2,6,4,2,1.0,Test flight
453,1936-12-27,"Newhall, California",United Air Lines,Oakland - San Francisco - Los Angeles,Boeing 247D,NC13355,1737,0,1936,12,10,2,12,10,2,1.0,Oakland 
454,1937-01-11,"Near Playa V icente, Veracruz, Mexico",Mexicana,Mexico City - Minatitlán - Mérida,Lockheed 10E Electra,X-ABEO,1007,0,1937,9,6,3,9,6,3,1.0,Mexico City 
455,1937-01-12,"Near Newhall, California",Western Air Express,Salt Lake City - Burbank,Boeing 247D,NC13315,1696,0,1937,13,11,2,5,4,1,0.38461538461538464,Salt Lake City 
456,1937-01-26,"Oran, Algeria",Sabena,Elizabethville - Gao - Colomb-Béchar - Oran - Brussels,Sabca S-73,OO-AGR,2,0,1937,12,8,4,12,8,4,1.0,Elizabethville 
457,1937-02-09,"Off San Francisco, California",United Air Lines,Los Angeles - San Francisco - Oakland,Douglas DC-3A,NC16073,1913,0,1937,11,9,2,11,9,2,1.0,Los Angeles 
458,1937-02-19,"McPherson Ranges, Queensland, Australia",Airlines of Australia,Brisbane - Sidney,Stinson Model A,VH-UHH,1926,0,1937,7,5,2,5,3,2,0.7142857142857143,Brisbane 
459,1937-03-12,"Bathurst, Gambia",Deutsche Lufthansa,"Las Palmas, Canary Islands - Bathhurst, Gambia",Heinkel He-111V2,D-ALIX,715,0,1937,4,0,4,4,0,4,1.0,"Las Palmas, Canary Islands "
460,1937-03-24,"Near Ouroux, France",Imperial Airways,"Southhampton, England - Alexandria, Egypt",Short  S-23 (flying boat),G-ADVA,S-818,0,1937,6,1,5,5,1,4,0.8333333333333334,"Southhampton, England "
461,1937-03-25,"Clifton, Pennsylvania",Trans Continental and Western Air,Newark - Camden - Pittsburg,Douglas DC-2-112,NC13730,1256,0,1937,13,10,3,13,10,3,1.0,Newark 
463,1937-05-06,"Lakehurst, New Jersey",Deutsche Zeppelin Reederei,Frankfurt - Lakehurst N.J.,Zeppelin LZ-129,D-LZ-129,D-LZ129,1,1937,97,36,61,35,13,22,0.36082474226804123,Frankfurt 
465,1937-06-02,Desertores Island Región de Los Lagos,Fuerzs Aerea De Chile,Puerto Montt - Punta Arenas,Sirkorsky S-43 (flying boat),2,4319,0,1937,9,5,4,9,5,4,1.0,Puerto Montt 
467,1937-07-02,"Off Lae, New Guinea",Private - Purdue Reasearch Foundation,Lae - Howland Island,Lockheed 10E Electra,NR16020,1055,0,1937,2,0,2,2,0,2,1.0,Lae 
468,1937-07-28,"Hal, Belgium",KLM Royal Dutch Airlines,Amsterdam - Paris,Douglas DC-2-115L,PH-ALF,1585,0,1937,15,10,5,15,10,5,1.0,Amsterdam 
469,1937-08-02,"Wadi Halfa, Sudan",Ala Littoria,"Rome, Italy - Kartoum",Savoia-Marchetti SM73,I-SUSA,30014,0,1937,9,5,4,9,5,4,1.0,"Rome, Italy "
470,1937-08-02,"Off Cristobal, Panama",Pan American Grace Airways,"Santiago, Chili - Cristobal, Panama",Sikorsky S-43,NC15065,4305,0,1937,14,11,3,14,11,3,1.0,"Santiago, Chili "
473,1937-08-10,"Daytona Beach, Florida",Eastern Air Lines,Chicago - Daytona,Douglas DC-2,NC-13739,1289,0,1937,9,7,2,4,2,2,0.4444444444444444,Chicago 
474,1937-08-23,"San Luis, Argentina",Pan American Grace Airways,Mendosa - Cordoba,Douglas DC-2,NC14298,1370,0,1937,3,0,3,3,0,3,1.0,Mendosa 
476,1937-10-01,"Phaleron Bay, Greece",Imperial Airways,"Alexandria, Egypt  - Athens, Greece",Short Empire flying boat,G-ADVC,S-820,0,1937,14,9,5,2,2,0,0.14285714285714285,"Alexandria, Egypt  "
477,1937-10-06,"Palembang, Netherlands Indies",KLM Royal Dutch Airlines,Palembang - Singapore,Douglas DC-3,PH-ALS,1940,0,1937,11,7,4,4,1,3,0.36363636363636365,Palembang 
478,1937-10-17,"Haydens Peak, Wyoming",United Air Lines,Newark - Chicago - Cheyenne - Salt Lake City - Los Angeles,Douglas DC-3,NC16074,1914,0,1937,19,16,3,19,16,3,1.0,Newark 
479,1937-10-27,Off Western Africa,Air France,Dakar - Casablanca,Dewoitine D-333,F-ALQA,01,0,1937,7,2,5,7,2,5,1.0,Dakar 
480,1937-11-11,"Warsaw, Poland",Lot Polish Airlines,Krakow - Warsaw,Lockheed 10 Electra,SP-AYD,1048,0,1937,11,9,2,4,2,2,0.36363636363636365,Krakow 
481,1937-11-12,"Mannheim, Germany",Deutsche Lufthansa,Berlin - Mannheim,Heinkel He-111,D-AXAV,1830,0,1937,12,9,3,10,7,3,0.8333333333333334,Berlin 
483,1937-11-16,"Ostende, Belgium",Sabena,Cologne - Brussels - London,Junkers JU-52/3m,OO-AUB,5827,0,1937,11,8,3,11,8,3,1.0,Cologne 
485,1937-12-04,"Munich, Germany",Ala Littoria,Rome - Munich - Berlin,Junkers JU-52,I-BAUS,4063,0,1937,17,14,3,4,4,0,0.23529411764705882,Rome 
488,1937-12-08,"Saint Sauveur, France",Air France,Marseille - Lyon - Paris,Potez 621,F-AOTZ,4213,0,1937,7,6,1,2,1,1,0.2857142857142857,Marseille 
489,1937-12-24,"Kasperske Hory, Czechoslovakia",Air France,Bucharest - Vienna - Prague - Paris,Wibault 283-T12,F-AMYD,11,0,1937,3,1,2,3,1,2,1.0,Bucharest 
490,1938-01-04,"Frankfurt, Germany",Lufthansa,Milan - Frankfurt,Junkers JU-38,D-ABUR,5777,0,1938,6,3,3,6,3,3,1.0,Milan 
491,1938-01-10,"Bozeman, Montana",Northwest Orient Airlines,Seattle - Spokane - Butte - Billings - Chicago,Lockheed 14H Super Electra,NC-17388,1407,0,1938,10,8,2,10,8,2,1.0,Seattle 
492,1938-01-11,"Pago Pago, U.S. Samoa",Pan American World Airways,Oakland - Honolulu - Kingman Reef - Pago Pago - Auckland,Sikorsky S-42 (flying boat),NC16734,4207,0,1938,7,0,7,7,0,7,1.0,Oakland 
493,1938-01-12,"North Pine, Ontario, Canada",General Airways,Sioux Lookout - Hudson,Stinson Reliant SR-9,CF-BEI,5212-S,0,1938,1,0,1,1,0,1,1.0,Sioux Lookout 
497,1938-02-09,"Marseille, France",Air France,"Marseille, France - Ajaccio, Corsica",Lioré-et-Olivier H-242,F-ANPB,05,0,1938,12,7,5,8,5,3,0.6666666666666666,"Marseille, France "
498,1938-02-13,Mediterranean Sea,Ala Littoria SA,Cadiz - Pollença -Alghero - Rome,Cant Z-506,I-ORIA,297,0,1938,14,10,4,14,10,4,1.0,Cadiz 
499,1938-02-22,"Pontoise, France",Deutsche Lufthansa,"Berlin, Germany - Paris, France",Junkers JU.52,D-APAR,4040,0,1938,3,0,0,3,0,0,1.0,"Berlin, Germany "
500,1938-03-01,"Near Wawona, Cailifornia",Trans Continental and Western Air,"San Francisco - Winslow, AZ,  Burbank, CA",Douglas DC-2-112,NC13789,1299,0,1938,9,6,3,9,6,3,1.0,San Francisco 
501,1938-03-07,"Datia, India",Air France,"Hanoi, Vietnam - Paris, France",Potez 621,F-ANQR,4031/12,0,1938,7,3,4,7,3,4,1.0,"Hanoi, Vietnam "
503,1938-03-23,"Corsavy, France",Air France,Dakar - Casablanca - Oran - Toulouse - Paris,Dewoitine D-338,F-AQBB,02,0,1938,8,5,3,8,5,3,1.0,Dakar 
504,1938-04-30,"Near Formia, Italy",Ala Littoria,Brindisi - Rome,Junkers JU-52,I-BAUS,4063,0,1938,19,14,5,19,14,5,1.0,Brindisi 
505,1938-05-05,"Balbuena, Mexico",Lineas Aéreas Mineras,Mexico City - Juarez,Lockheed Vega 5B,XA-BFR,124,0,1938,6,5,1,1,5,1,0.16666666666666666,Mexico City 
507,1938-05-16,"Near Saugus, California",Northwest Orient Airlines,"Burbank,- St. Paul",Lockheed 14-H2 Super Electra,NC17394,1439,0,1938,9,7,2,9,7,2,1.0,"Burbank,"
508,1938-05-22,"Sao Paulo, Brazil",Cruzeiro do Sul,Santos - Sao Paulo - Rio de Janeiro - Natal,Junkers JU-52/3m,PP-CBC,5453,0,1938,17,14,3,6,6,0,0.35294117647058826,Santos 
509,1938-05-24,"Cleveland, Ohio",United Air Lines,Newark - Cleveland - Chicago,Douglas DST-A-207A,NC18108,1956,0,1938,10,7,3,10,7,3,1.0,Newark 
514,1938-07-08,"Billings, Montana",Northwest Orient Airlines,Seattle - Spokane - Helena - Billings - Fargo,Lockheed 14 Super Electra,NC17383,1402,0,1938,10,8,2,1,1,0,0.1,Seattle 
515,1938-07-14,"Off Sardinia, Italy",Ala Littoria,Cagliari - Rome,Savoia Marchetti S-66,I-VOLO,15013,0,1938,20,16,4,20,16,4,1.0,Cagliari 
517,1938-07-22,"Stulpica, Romania",LOT Polish Airlines,"Warsaw, Poland - Bucharest, Romania",Lockheed 14H Super Electra,SP-BNG,1432,0,1938,14,12,2,14,12,2,1.0,"Warsaw, Poland "
518,1938-07-27,"Kisumu, Kenya",Imperial Airways,London - Kisumu - Cape Town,Armstrong-Withworth Atlanta,G-ABTG,AW-785,0,1938,4,0,4,4,0,4,1.0,London 
519,1938-07-29,Pacific Ocean between Manila and Guam,Pan American World Airways,Alameda - Manila,Martin M-130 (flying boat),NC14714,556,0,1938,15,6,9,15,6,9,1.0,Alameda 
522,1938-08-12,"Near San Andres Tuxtla, VeraCruz, Mexico",Mexicana,Villahermosa - Veracruz - Mexico City,Lockheed 10E Electra,X-ABAS,1043,0,1938,11,8,3,11,8,3,1.0,Villahermosa 
523,1938-08-13,"Kiel, Germany",CSA Czech Airlines,Prague - Strasbourg - Paris,Savoia-Marchetti SM73,OK-BAG,30040,0,1938,17,14,3,16,13,3,0.9411764705882353,Prague 
524,1938-08-15,"Guanabara, Brazil",Syndicato Condor,Guanabara - Victoria,Junkers JU-52/3m,PP-CAT,4024,0,1938,9,5,4,9,5,4,1.0,Guanabara 
526,1938-08-18,"Montnago, Italy",Macchi,Test flight,Macchi C-94,I-NILO,94001,0,1938,15,13,2,15,13,2,1.0,Test flight
527,1938-08-24,"Wangmoon, China",China National Aviation Corporation,Hong Kong - Chungking,Douglas DC-2,32,1369,0,1938,17,13,4,14,12,2,0.8235294117647058,Hong Kong 
529,1938-08-29,"Near Tucumcari, New Mexico",Transcontinental &Western Air,Burbank - Winslow - Albuquerque,Ford Tri-motor,NC17316,410,0,1938,11,8,3,0,0,0,0.0,Burbank 
530,1938-08-29,"Innisfail, Australia",North Queensland Airways,Townsville - Innisfail - Cairns,De Havilland DH-84,VH-UXK,6053,0,1938,9,8,1,5,4,1,0.5555555555555556,Townsville 
531,1938-10-01,"Off Bathurst, Gambia",Deutsche Lufthansa,"Frankfurt, Germany - Milan, Italy",Dornier DO.18 (float plane),D-AROZ,255,0,1938,4,0,4,4,0,4,1.0,"Frankfurt, Germany "
532,1938-10-01,"Grisons, Switzerland",Deutsche Lufthansa,"Frankfurt, Germany - Milan, Italy",Junkers JU-52/3m,D-AVFB,5928,0,1938,13,10,3,13,10,3,1.0,"Frankfurt, Germany "
533,1938-10-10,"Soest, Germany",Sabena,Brussels - Düsseldorf - Berlin,Savbia-Marchetti  S-73P,OO-AGT,4,0,1938,20,16,4,20,16,4,1.0,Brussels 
534,1938-10-25,"Mt. Dandenong, Australia",Australian National Airways,Adelaide - Melbourne,Douglas DC-2-112,VH-UYC,1566,0,1938,18,14,4,18,14,4,1.0,Adelaide 
536,1938-11-04,"Channel Islands, Jersey",Jersey Airways,Jersey - Southhampton,de Havilland DH-86,G-ACZN,2316,1,1938,14,13,1,14,13,1,1.0,Jersey 
537,1938-11-14,"Schiphol, Amsterdam",KLM Royal Dutch Airlines,Berlin - Amsterdam,Douglas DC-3,PH-ARY,2021,0,1938,19,14,5,6,2,4,0.3157894736842105,Berlin 
538,1938-11-18,"Regina, Saskatchewan, Canada",Trans Canada Air Lines,Winnipeg - Regina - Vancouver,Lockheed 14 Electra,CF-TCL,1475,0,1938,2,0,2,2,0,2,1.0,Winnipeg 
540,1938-11-27,"Bagdad, Iraq",Imperial Airways,Southampton - Sydney,Short Empire Flying Boat,G-AETW,S839,0,1938,6,0,6,4,0,4,0.6666666666666666,Southampton 
541,1938-11-29,"Off Point Reyes, California",United Air Lines,"Seattle, WA - Medford, OR - Oakland,CA",Douglas DC 3-A-SB-3-G-14,NC16066,1907,0,1938,7,4,3,5,3,2,0.7142857142857143,"Seattle, WA "
